group,name,epoch/epoch,epoch/loss,acc,_timestamp,epoch/acc,epoch/val_acc,_step,epoch/learning_rate,_wandb,epoch/val_loss,loss,_runtime,trial
gin - L=2 - opt_adamw - weight_dec_0.032 - lr_sched_none,gin - L=2 - opt_adamw - weight_dec_0.032 - lr_sched_none (trial = 8),99,0.07164885848760605,0.5871913433074951,1722043321.439208,0.9744819402694702,0.6033950448036194,100,0.0010000000474974513,{'runtime': 35},2.3631083965301514,2.5801661014556885,36.24071407318115,8
gat - L=1 - opt_adamw - weight_dec_0.032 - lr_sched_none,gat - L=1 - opt_adamw - weight_dec_0.032 - lr_sched_none (trial = 8),99,0.586849570274353,0.6550925970077515,1722043316.3967693,0.6910273432731628,0.6725823283195496,100,0.0010000000474974513,{'runtime': 40},0.622900664806366,0.6369662284851074,41.37549138069153,8
transformer - L=2 - opt_adamw - weight_dec_0.032 - lr_sched_none,transformer - L=2 - opt_adamw - weight_dec_0.032 - lr_sched_none (trial = 1),99,0.00020461199164856225,0.5702160596847534,1722043303.1163971,1.0,0.5668724179267883,100,0.0010000000474974513,{'runtime': 29},4.593044281005859,4.794677734375,30.759700059890747,1
transformer - L=2 - opt_adamw - weight_dec_0.032 - lr_sched_none,transformer - L=2 - opt_adamw - weight_dec_0.032 - lr_sched_none (trial = 1),99,0.00021906758775003257,0.5594135522842407,1722043303.0513897,1.0,0.5406378507614136,100,0.0010000000474974513,{'runtime': 29},5.19085168838501,5.127719402313232,31.025221586227417,1
gat - L=1 - opt_adamw - weight_dec_0.032 - lr_sched_cosine,gat - L=1 - opt_adamw - weight_dec_0.032 - lr_sched_cosine (trial = 8),99,0.595087468624115,0.667438268661499,1722043300.548297,0.6787367463111877,0.6424897313117981,100,1.190417791008258e-07,{'runtime': 33},0.6414557695388794,0.6246446967124939,34.80878782272339,8
gcn - L=2 - opt_adamw - weight_dec_1.024 - lr_sched_none,gcn - L=2 - opt_adamw - weight_dec_1.024 - lr_sched_none (trial = 8),99,0.498626172542572,0.644032895565033,1722043298.8087766,0.7596450448036194,0.6527777910232544,100,0.0010000000474974513,{'runtime': 33},0.6627333164215088,0.6828949451446533,34.18857765197754,8
gin - L=2 - opt_adamw - weight_dec_0.032 - lr_sched_none,gin - L=2 - opt_adamw - weight_dec_0.032 - lr_sched_none (trial = 7),99,0.09770460426807404,0.590792179107666,1722043281.5345757,0.9640652537345886,0.5959362387657166,100,0.0010000000474974513,{'runtime': 35},2.3978207111358643,2.5194270610809326,36.25074553489685,7
transformer - L=2 - opt_adamw - weight_dec_0.032 - lr_sched_none,transformer - L=2 - opt_adamw - weight_dec_0.032 - lr_sched_none (trial = 0),99,0.00017850020958576351,0.5691872239112854,1722043267.468989,1.0,0.5625,100,0.0010000000474974513,{'runtime': 30},5.02840518951416,4.925847053527832,31.11688756942749,0
transformer - L=2 - opt_adamw - weight_dec_0.032 - lr_sched_none,transformer - L=2 - opt_adamw - weight_dec_0.032 - lr_sched_none (trial = 0),99,0.00024137944274116307,0.568415641784668,1722043267.0379004,1.0,0.5586419701576233,100,0.0010000000474974513,{'runtime': 30},4.656818866729736,4.508745193481445,31.066755533218384,0
gat - L=1 - opt_adamw - weight_dec_0.032 - lr_sched_none,gat - L=1 - opt_adamw - weight_dec_0.032 - lr_sched_none (trial = 7),99,0.5956140160560608,0.6306584477424622,1722043271.235255,0.6816578507423401,0.6540637612342834,100,0.0010000000474974513,{'runtime': 39},0.6474039554595947,0.6611436605453491,41.224133014678955,7
gat - L=1 - opt_adamw - weight_dec_0.032 - lr_sched_cosine,gat - L=1 - opt_adamw - weight_dec_0.032 - lr_sched_cosine (trial = 7),99,0.5860468745231628,0.6810699701309204,1722043262.697491,0.6944995522499084,0.6653806567192078,100,1.190417791008258e-07,{'runtime': 33},0.621649444103241,0.613705039024353,35.0636830329895,7
gcn - L=2 - opt_adamw - weight_dec_1.024 - lr_sched_none,gcn - L=2 - opt_adamw - weight_dec_1.024 - lr_sched_none (trial = 7),99,0.4577895998954773,0.6378600597381592,1722043260.277875,0.784281313419342,0.6368312835693359,100,0.0010000000474974513,{'runtime': 33},0.7260637283325195,0.7204703092575073,34.51477885246277,7
gin - L=2 - opt_adamw - weight_dec_0.032 - lr_sched_none,gin - L=2 - opt_adamw - weight_dec_0.032 - lr_sched_none (trial = 6),99,0.003899117698892951,0.5900205969810486,1722043241.2604537,1.0,0.5974794030189514,100,0.0010000000474974513,{'runtime': 34},2.7914021015167236,2.883540630340576,35.853641748428345,6
gat - L=1 - opt_adamw - weight_dec_0.032 - lr_sched_cosine,gat - L=1 - opt_adamw - weight_dec_0.032 - lr_sched_cosine (trial = 6),99,0.5800053477287292,0.673353910446167,1722043224.5818756,0.698688268661499,0.6558641791343689,100,1.190417791008258e-07,{'runtime': 33},0.6286910772323608,0.6176998019218445,34.8637056350708,6
gcn - L=2 - opt_adamw - weight_dec_1.024 - lr_sched_none,gcn - L=2 - opt_adamw - weight_dec_1.024 - lr_sched_none (trial = 6),99,0.4965079724788666,0.6360596418380737,1722043222.5288382,0.761353611946106,0.6373456716537476,100,0.0010000000474974513,{'runtime': 33},0.6972894072532654,0.6814892888069153,34.6520721912384,6
gat - L=1 - opt_adamw - weight_dec_0.032 - lr_sched_none,gat - L=1 - opt_adamw - weight_dec_0.032 - lr_sched_none (trial = 6),99,0.586567223072052,0.6597222089767456,1722043226.3686883,0.6893739104270935,0.6730967164039612,100,0.0010000000474974513,{'runtime': 39},0.6207147240638733,0.6342018246650696,40.27068328857422,6
lstm - L=2 - opt_adamw - weight_dec_1.024 - lr_sched_none,lstm - L=2 - opt_adamw - weight_dec_1.024 - lr_sched_none (trial = 9),99,0.14140915870666504,0.6165123581886292,1722043195.2807012,0.95932537317276,0.6141975522041321,100,0.0010000000474974513,{'runtime': 18},1.1423639059066772,1.1299089193344116,20.115082263946533,9
