,conv [PC1],conv [PC2],SET
1694,-26.154068,-1.1024982,set
1695,-24.156784,-3.6853256,set
1696,-28.65006,15.248091,set
1697,-25.415894,-13.708412,set
1698,-23.847692,-10.3205805,set
1699,-32.399628,13.4212265,set
1700,-25.971155,-11.97368,set
1701,-20.345068,-13.955956,set
1702,-18.02879,4.4223847,set
1703,-29.028305,14.776332,set
1704,-22.39632,4.2070837,set
1705,-24.487154,-13.35184,set
1706,-32.540245,-0.9157029,set
1707,-21.185026,-16.492064,set
1708,-27.660507,-19.074646,set
1709,-19.641035,-11.168762,set
1710,-25.398003,-19.27133,set
1711,-24.199753,-19.898245,set
1712,-28.613592,-5.0934143,set
1713,-24.568933,-17.552181,set
1714,-21.698593,-15.2970495,set
1715,-25.73953,-0.6335935,set
1716,-21.738888,-11.194449,set
1717,-20.205427,-20.369205,set
1718,-25.920624,-6.5338144,set
1719,-22.539173,-19.977304,set
1720,-21.123896,-23.400518,set
1721,-26.795528,-9.796976,set
1722,-22.31091,-19.662392,set
1723,-26.625795,-3.5812721,set
1724,-32.647648,11.592402,set
1725,-22.309303,-5.3508854,set
1726,-21.792988,-6.958251,set
1727,-31.155113,4.807813,set
1728,-24.63249,-6.5895505,set
1729,-25.844305,-12.170432,set
1730,-24.586203,4.100061,set
1731,-22.838892,-15.849884,set
1732,-26.701662,2.9503696,set
1733,-25.77846,1.1290324,set
1734,-23.59639,11.109112,set
1735,-23.257238,-9.2497425,set
1736,-17.419075,-12.144759,set
1737,-18.836529,-1.902015,set
1738,-21.120213,-20.356787,set
1739,-15.6658,-19.313316,set
1740,-21.687464,-8.507053,set
1741,-19.252863,-21.173935,set
1742,-20.634773,-16.667692,set
1743,-23.730715,-8.368805,set
1744,-19.152027,-11.880804,set
1745,-16.658194,-10.553218,set
1746,-20.936466,-1.0178386,set
1747,-22.093758,-21.023327,set
1748,-15.82156,-19.178307,set
1749,-13.350299,-7.232768,set
1750,-22.46818,-20.893057,set
1751,-19.887218,-18.305845,set
1752,-19.949648,-3.7184517,set
1753,-23.276348,-4.7665553,set
1754,-18.343063,-3.0709596,set
1755,-31.13418,18.023901,set
1756,-21.41316,-7.57632,set
1757,-22.265585,-9.515828,set
1758,-29.754595,3.9642596,set
1759,-24.8673,-12.136658,set
1760,-20.944746,-10.552558,set
1761,-28.861612,-0.9878674,set
1762,-28.017168,20.32106,set
1763,-27.144108,6.9228406,set
1764,-21.890059,-18.99771,set
1765,-19.525227,-19.409246,set
1766,-27.30145,17.933594,set
1767,-26.229778,-4.193189,set
1768,-24.134487,-5.115861,set
1769,-25.163614,1.8620911,set
1770,-16.591751,-21.182777,set
1771,-24.568064,-19.005785,set
1772,-27.202122,5.727132,set
1773,-19.344164,-22.454096,set
1774,-21.548746,-20.03993,set
1775,-26.434408,17.512161,set
1776,-23.694641,-6.1130075,set
1777,-28.042324,-5.7989845,set
1778,-20.962885,4.0989423,set
1779,-11.659185,-19.975483,set
1780,-22.317694,-23.015764,set
1781,-29.788551,16.956715,set
1782,-26.662056,-10.044397,set
1783,-25.982857,-5.0301476,set
1784,-28.30892,30.787403,set
1785,-23.938103,7.1843534,set
1786,-23.875578,8.07097,set
1787,-24.647715,13.585451,set
1788,-17.000212,-10.546306,set
1789,-25.801294,-9.8537445,set
1790,-24.26513,-16.746796,set
1791,-17.58029,-8.479356,set
1792,-18.002192,-19.260504,set
1793,-20.734262,-7.458271,set
1794,-27.846258,5.439209,set
1795,-24.358418,-1.9599506,set
1796,-13.60435,-22.791351,set
1797,-25.947416,-4.751049,set
1798,-22.63333,-16.388527,set
1799,-23.40305,-16.611416,set
1800,-28.101885,-6.7954717,set
1801,-21.991444,-18.330914,set
1802,-23.254744,-3.7766242,set
1803,-25.726383,7.1708627,set
1804,-23.839529,-5.9788976,set
1805,-17.168589,-19.492409,set
1806,-30.595142,-9.891728,set
1807,-23.010332,-17.847715,set
1808,-23.071226,-12.436381,set
1809,-26.335478,2.202894,set
1810,-27.263958,-8.421979,set
1811,-25.042826,4.461575,set
1812,-23.510437,19.20489,set
1813,-17.500801,3.0275865,set
1814,-26.423445,-12.618297,set
1815,-26.162153,0.31933486,set
1816,-23.859602,-11.206261,set
1817,-14.140988,-17.332817,set
1818,-21.05935,-17.809587,set
1819,-22.798925,-10.312135,set
1820,-16.285799,-4.8698044,set
1821,-22.334347,2.4727738,set
1822,-22.391605,8.458812,set
1823,-13.797608,-17.486973,set
1824,-23.794813,-16.27277,set
1825,-18.35495,-8.389937,set
1826,-21.164051,-18.211308,set
1827,-21.530731,-18.388294,set
1828,-22.407906,-4.778678,set
1829,-21.848703,-2.5558858,set
1830,-19.932354,-3.5530667,set
1831,-26.480225,10.970784,set
1832,-21.774647,-20.253166,set
1833,-19.542955,-18.913855,set
1834,-20.40964,-6.7999063,set
1835,-21.46803,-10.270152,set
1836,-24.219578,-7.914988,set
1837,-29.789745,3.4853508,set
1838,-26.710617,3.6336224,set
1839,-19.150751,5.174912,set
1840,-30.540434,21.031212,set
1841,-25.693077,-14.451587,set
1842,-17.795221,-9.302384,set
1843,-26.77323,-0.4361828,set
1844,-26.080742,11.058054,set
1845,-22.348316,2.839524,set
1846,-14.202184,-20.666666,set
1847,-15.281266,-23.528973,set
1848,-21.638662,3.752968,set
1849,-18.90728,-24.85111,set
1850,-17.802158,-24.405163,set
1851,-21.386549,11.526176,set
1852,-18.084705,-13.20467,set
1853,-23.526276,-10.72879,set
1854,-27.089735,2.2101018,set
1855,-22.31153,-27.651365,set
1856,-19.065975,-25.184988,set
1857,-16.751629,7.112962,set
1858,-21.998726,-25.43816,set
1859,-18.582438,-26.157133,set
1860,-24.81115,14.431092,set
1861,-17.354801,-12.113107,set
1862,-22.018063,-14.8292465,set
1863,-25.471268,14.692474,set
1864,-17.089567,-12.362197,set
1865,-20.301746,-11.7800045,set
1866,-27.841318,15.178413,set
1867,-17.148119,-13.032496,set
1868,-21.455154,-11.881609,set
1869,-31.892195,30.062664,set
1870,-24.02713,-2.0519457,set
1871,-27.236256,-0.3442978,set
1872,-22.52327,-18.552488,set
1873,-19.49726,-9.63693,set
1874,-10.449064,-20.436733,set
1875,-16.92215,-19.932783,set
1876,-28.4148,-7.364418,set
1877,-17.798935,-17.21921,set
1878,-22.871006,-10.649038,set
1879,-26.619326,5.6471987,set
1880,-22.423845,-6.333805,set
1881,-22.365318,-19.329397,set
1882,-25.33668,-8.970383,set
1883,-19.20011,-19.968666,set
1884,-15.327438,-18.004642,set
1885,-26.08709,-7.222907,set
1886,-21.269001,-15.845496,set
1887,-23.184908,-7.778838,set
1888,-27.943338,5.0785084,set
1889,-24.404343,-8.656618,set
1890,-20.945084,-10.750705,set
1891,-31.418509,-0.7622692,set
1892,-21.817678,-7.193569,set
1893,-23.777729,-8.261537,set
1894,-32.775013,2.4819863,set
1895,-22.302353,-7.7560153,set
1896,-30.772957,1.7012609,set
1897,-31.95127,16.727602,set
1898,-28.107262,2.603661,set
1899,-19.723406,-19.202972,set
1900,-17.120544,-20.141552,set
1901,-18.132421,-10.145899,set
1902,-21.1557,-16.914993,set
1903,-17.078388,-18.052805,set
1904,-18.587305,-10.843281,set
1905,-17.760147,-8.059062,set
1906,-24.39166,-7.4381723,set
1907,-20.056517,3.4706862,set
1908,-19.165691,-19.31208,set
1909,-18.197714,-18.442583,set
1910,-19.9623,-5.9117513,set
1911,-19.885962,-19.253296,set
1912,-18.488047,-14.376411,set
1913,-21.349901,-4.382628,set
1914,-20.576725,-10.312244,set
1915,-19.711409,-5.1972475,set
1916,-22.538881,5.6922,set
1917,-21.658295,-12.936588,set
1918,-22.135687,-10.133013,set
1919,-21.52154,0.8475444,set
1920,-22.945044,-11.743605,set
1921,-25.982616,-11.145111,set
1922,-26.47567,1.0891128,set
1923,-22.527065,-0.17867853,set
1924,-29.633816,2.2922606,set
1925,-31.584208,13.030776,set
1926,-31.683361,29.209558,set
1927,-34.33432,46.246075,set
1928,-24.385054,19.025736,set
1929,-25.813162,22.30001,set
1930,-30.584362,29.72689,set
1931,-26.017605,9.359314,set
1932,-21.459589,11.663757,set
1933,-29.199408,28.668924,set
1934,-20.561613,1.9558114,set
1935,-22.17095,-2.0445797,set
1936,-22.879723,27.06576,set
1937,-21.284624,-1.9237908,set
1938,-20.62857,-4.740758,set
1939,-25.35179,16.972694,set
1940,-31.202864,33.75851,set
1941,-24.949673,22.499418,set
1942,-23.414433,5.2605186,set
1943,-21.984459,20.336748,set
1944,-26.93103,3.2657046,set
1945,-24.323875,2.1698985,set
1946,-28.791967,8.647088,set
1947,-22.989346,-6.258699,set
1948,-21.112286,-5.977021,set
1949,-26.613161,6.0969915,set
1950,-19.809946,-3.1501615,set
1951,-27.2127,22.131865,set
1952,-24.35839,22.604317,set
1953,-29.525988,28.385462,set
1954,-16.970198,5.633144,set
1955,-23.513426,7.711823,set
1956,-22.625221,19.308613,set
1957,-21.75503,-1.4447433,set
1958,-26.477118,-3.7360003,set
1959,-24.59496,9.623716,set
1960,-18.160954,-5.2786093,set
1961,-21.406841,-3.4766726,set
1962,-22.64939,4.7713737,set
1963,-26.468658,40.44039,set
1964,-32.2854,26.861301,set
1965,-24.848454,2.2594047,set
1966,-27.496407,1.1099764,set
1967,-33.494587,41.851055,set
1968,-29.757286,12.770057,set
1969,-29.0939,9.107079,set
1970,-27.578676,25.346924,set
1971,-24.366068,3.2318263,set
1972,-27.911974,0.35509554,set
1973,-22.220102,1.7488046,set
1974,-25.856152,10.402059,set
1975,-22.934397,-3.1000671,set
1976,-26.773462,12.705342,set
1977,-25.931215,25.486448,set
1978,-25.546568,13.335224,set
1979,-23.208757,1.8073144,set
1980,-24.443499,8.837632,set
1981,-20.876879,-3.5012922,set
1982,-25.589218,2.4815753,set
1983,-21.241804,-0.35216582,set
1984,-24.521273,9.64817,set
1985,-24.706324,12.247285,set
1986,-23.27974,13.512718,set
1987,-27.909143,24.34909,set
1988,-26.289217,-1.7982616,set
1989,-22.418997,-1.7006117,set
1990,-25.734026,12.590922,set
1991,-27.223572,27.642231,set
1992,-25.267664,27.475992,set
1993,-23.797878,-1.4625763,set
1994,-22.478779,-4.107479,set
1995,-27.005728,24.6476,set
1996,-21.12659,3.6048002,set
1997,-23.134232,1.2113799,set
1998,-26.343878,35.932278,set
1999,-22.250843,12.399095,set
2000,-28.671,9.774705,set
2001,-24.828709,-2.2889867,set
2002,-23.536882,13.461984,set
2003,-23.315643,-0.5137774,set
2004,-28.177975,0.050760668,set
2005,-29.419125,13.285186,set
2006,-19.762735,-5.2903147,set
2007,-22.420305,8.043569,set
2008,-27.43753,23.714748,set
2009,-29.211462,4.5665593,set
2010,-12.97897,-7.3643823,set
2011,-22.885708,-2.8097308,set
2012,-24.665035,6.4088497,set
2013,-22.925053,-3.3403199,set
2014,-21.699854,-4.7705684,set
2015,-27.263916,8.933103,set
2016,-23.822914,7.41695,set
2017,-27.086916,8.738372,set
2018,-29.881916,22.193737,set
2019,-28.626478,21.818094,set
2020,-35.316463,34.853886,set
2021,-27.772955,8.444383,set
2022,-24.271257,10.020091,set
2023,-31.620245,9.097768,set
2024,-31.079128,27.219032,set
2025,-29.738554,8.654381,set
2026,-26.620111,10.412374,set
2027,-26.134645,8.356196,set
2028,-31.227894,25.438417,set
2029,-30.087708,23.688936,set
2030,-29.513664,21.840677,set
2031,-28.3238,15.747834,set
2032,-34.76589,41.59291,set
2033,-24.88675,7.3045926,set
2034,-26.57717,9.368025,set
2035,-29.779835,12.875964,set
2036,-35.077435,21.472914,set
2037,-23.597982,7.897902,set
2038,-24.950405,12.159029,set
2039,-28.890713,5.754772,set
2040,-28.458147,23.897612,set
2041,-24.408432,24.089142,set
2042,-32.911423,24.327038,set
2043,-24.584385,24.575298,set
2044,-26.222643,40.85345,set
2045,-25.875475,17.710777,set
2046,-25.09489,18.761557,set
2047,-27.209,27.397305,set
2048,-25.22698,5.3804975,set
2049,-22.740486,4.0422163,set
2050,-25.62654,21.580513,set
2051,-25.541437,-3.3240938,set
2052,-20.406849,2.192096,set
2053,-28.125603,26.175556,set
2054,-22.994055,-1.3552704,set
2055,-24.392763,0.33818713,set
2056,-22.06499,16.318401,set
2057,-26.725033,36.38349,set
2058,-21.326181,14.123653,set
2059,-26.495518,1.6884954,set
2060,-28.049862,22.123766,set
2061,-26.745731,3.6610038,set
2062,-26.79857,-2.5335238,set
2063,-27.031284,14.519556,set
2064,-19.441044,-0.8777753,set
2065,-20.459219,-4.5947285,set
2066,-26.767893,12.04651,set
2067,-22.324556,-0.49896428,set
2068,-22.008072,19.38146,set
2069,-25.47798,20.394728,set
2070,-27.340166,29.458635,set
2071,-28.110683,1.7914952,set
2072,-27.598562,2.5992503,set
2073,-28.706024,16.747082,set
2074,-8.7661295,2.4028654,set
2075,-24.421963,-2.7998264,set
2076,-25.275234,11.347022,set
2077,-14.921976,-3.8264928,set
2078,-17.02505,0.6743371,set
2079,-25.863958,7.6363,set
2080,-26.68228,30.877201,set
2081,-28.504953,23.56089,set
2082,-28.821842,4.323588,set
2083,-25.30296,3.3795958,set
2084,-30.800385,38.895256,set
2085,-23.856562,13.617518,set
2086,-25.069572,10.417848,set
2087,-30.259096,24.184519,set
2088,-25.979671,0.459077,set
2089,-27.731958,2.081599,set
2090,-23.87554,-1.6458124,set
2091,-29.802305,15.073518,set
2092,-24.946175,-0.19384898,set
2093,-24.9188,13.28062,set
2094,-29.258528,30.602158,set
2095,-23.171417,14.459121,set
2096,-23.762209,-2.5484598,set
2097,-32.75358,13.449304,set
2098,-27.206396,0.035355877,set
2099,-23.342981,0.70859116,set
2100,-29.225216,-2.5449698,set
2101,-27.48101,9.574681,set
2102,-24.793135,14.754093,set
2103,-23.845566,12.319889,set
2104,-28.055492,21.471424,set
2105,-25.793215,-2.4185464,set
2106,-20.40873,1.0149153,set
2107,-25.604368,7.8791814,set
2108,-29.716164,32.968594,set
2109,-27.331264,24.579597,set
2110,-22.258518,-2.552019,set
2111,-23.38136,-4.9825816,set
2112,-27.918089,21.134274,set
2113,-18.956835,-5.974127,set
2114,-22.302427,-4.0610256,set
2115,-30.498398,37.081867,set
2116,-33.042004,13.826374,set
2117,-24.155348,13.408429,set
2118,-24.192617,0.31549564,set
2119,-30.292683,14.869173,set
2120,-24.488708,1.5637519,set
2121,-23.181944,-4.20484,set
2122,-33.206852,17.991167,set
2123,-19.564753,2.0127685,set
2124,-31.950174,11.6298895,set
2125,-33.792442,29.638922,set
2126,-30.43599,16.726486,set
2127,-24.939102,-2.7667112,set
2128,-29.48026,-2.3404808,set
2129,-25.657295,7.625776,set
2130,-24.015114,-1.992196,set
2131,-22.622179,-2.6561368,set
2132,-22.979723,6.1655993,set
2133,-28.703316,11.252475,set
2134,-24.772585,15.857458,set
2135,-35.125328,22.278345,set
2136,-21.754894,18.791363,set
2137,-30.251663,30.437912,set
2138,-26.481339,11.878498,set
2139,-27.984716,11.75716,set
2140,-26.783312,11.284825,set
2141,-34.90699,28.085052,set
2142,-25.383759,11.280407,set
2143,-27.217133,8.247492,set
2144,-26.712713,5.553244,set
2145,-26.939161,24.774176,set
2146,-28.022203,22.163969,set
2147,-31.45411,25.669743,set
2148,-36.982918,17.273745,set
2149,-37.807186,42.07248,set
2150,-23.469759,5.5985813,set
2151,-28.246563,10.706497,set
2152,-35.490795,12.583684,set
2153,-29.948229,26.711058,set
2154,-30.044365,8.3891535,set
2155,-28.108122,14.739113,set
2156,-26.95173,6.624596,set
2157,-35.769165,17.824942,set
2158,-32.635487,24.63363,set
2159,-34.502975,27.377169,set
