,conv [PC1],conv [PC2],SET
862,6.50887,-11.481416,not set
863,23.281492,7.7244287,not set
864,-0.18215391,4.86157,not set
865,11.090714,-13.097984,not set
866,34.62528,1.7872268,not set
867,39.96984,15.702628,not set
868,32.64512,2.8303282,not set
869,1.8408341,4.012405,not set
870,3.690202,7.100225,not set
871,25.018616,-12.660886,not set
872,39.40663,-0.5562466,not set
873,4.493871,15.207362,not set
874,40.439228,-2.1458478,not set
875,24.733078,-6.0477815,not set
876,18.654898,-6.335098,not set
877,20.75144,-3.7274342,not set
878,23.57006,8.235145,not set
879,17.259747,0.8881873,not set
880,26.976345,-12.50883,not set
881,31.364668,-8.378602,not set
882,34.162346,5.327975,not set
883,18.763905,7.50929,not set
884,43.768887,-10.836803,not set
885,30.601185,12.063237,not set
886,31.266792,2.0740476,not set
887,36.523537,4.894675,not set
888,49.645042,-1.5246506,not set
889,27.441689,-11.186634,not set
890,22.858109,-1.1880186,not set
891,32.211224,-14.207321,not set
892,39.94071,-7.1715765,not set
893,29.952135,-10.4032135,not set
894,21.953049,1.1054024,not set
895,29.497458,4.535016,not set
896,13.8542595,-4.8290443,not set
897,12.65791,-13.409061,not set
898,6.660085,1.3377626,not set
899,22.100122,-7.6731315,not set
900,26.720924,1.0509716,not set
901,43.32121,-2.0815365,not set
902,11.093039,11.933766,not set
903,38.4013,-4.0384946,not set
904,33.471203,18.008266,not set
905,29.020369,-8.395589,not set
906,37.269245,-7.9518957,not set
907,23.200615,5.2040663,not set
908,9.216187,-9.662707,not set
909,31.074411,9.33673,not set
910,0.026724312,18.289427,not set
911,40.09812,3.958431,not set
912,11.036474,-3.1003277,not set
913,22.34004,13.536753,not set
914,14.871964,-10.12629,not set
915,-2.10927,-6.685586,not set
916,19.778605,-0.027914833,not set
917,4.630303,-23.158321,not set
918,19.128633,-5.3924103,not set
919,19.455284,-9.302431,not set
920,17.336496,-12.710203,not set
921,32.719833,13.843862,not set
922,17.062485,10.032262,not set
923,7.2853527,5.5617476,not set
924,-5.258546,26.676989,not set
925,22.711338,-14.55676,not set
926,0.12257661,-5.74836,not set
927,17.473116,6.162483,not set
928,5.3654275,-9.2462635,not set
929,37.77663,-0.6951456,not set
930,19.146112,-10.068542,not set
931,6.6139193,26.657524,not set
932,42.012012,1.5523282,not set
933,47.244717,4.009837,not set
934,61.03069,2.816573,not set
935,3.0592709,-3.752356,not set
936,-0.9921521,12.396325,not set
937,10.905672,-5.02117,not set
938,29.988722,-5.209256,not set
939,40.53096,-2.643017,not set
940,21.146944,-1.6523564,not set
941,-8.172791,25.26076,not set
942,5.668912,-12.783959,not set
943,-1.8650699,-12.818286,not set
944,23.612713,3.222823,not set
945,20.766064,-4.2910323,not set
946,12.773988,2.7110963,not set
947,7.5857735,-5.791344,not set
948,27.902416,-3.9150183,not set
949,26.292652,9.4303055,not set
950,30.966555,6.558094,not set
951,20.819376,-12.51187,not set
952,14.410513,-10.440967,not set
953,57.641632,-0.025863096,not set
954,-0.50017107,28.99946,not set
955,39.25519,21.437744,not set
956,17.195795,-2.6336102,not set
957,29.273365,18.344955,not set
958,56.152298,8.853236,not set
959,33.883945,-2.3406625,not set
960,18.075256,-5.4999266,not set
961,19.903126,-2.7480218,not set
962,38.440052,-2.1383247,not set
963,10.184944,0.4618666,not set
964,2.6140015,-8.979326,not set
965,29.984953,11.879282,not set
966,40.076347,-6.8447986,not set
967,26.730198,17.016247,not set
968,43.707737,-12.302205,not set
969,26.530317,-10.375985,not set
970,38.42518,13.676761,not set
971,34.70451,-7.452423,not set
972,4.232981,-11.422868,not set
973,-1.3670874,17.579918,not set
974,56.35064,2.740813,not set
975,10.357234,7.172002,not set
976,18.841934,7.4565063,not set
977,67.70865,-3.9073875,not set
978,4.5773473,-0.4660301,not set
979,18.225985,-0.61772335,not set
980,-0.94593835,7.359971,not set
981,25.139,-6.4616513,not set
982,-0.4938924,1.7824147,not set
983,-3.4168518,16.500639,not set
984,0.94757694,-2.8241563,not set
985,25.058828,0.23461606,not set
986,28.961298,-2.332141,not set
987,34.796757,-0.19988714,not set
988,10.578584,-16.851255,not set
989,48.87855,-6.4754233,not set
990,26.690468,18.572172,not set
991,30.41884,8.863811,not set
992,10.559942,-4.170055,not set
993,31.601994,0.24433292,not set
994,32.804,-9.842015,not set
995,3.924553,24.498358,not set
996,50.804646,-0.8531399,not set
997,10.15821,8.360673,not set
998,-0.8128096,0.39956656,not set
999,40.222206,19.50911,not set
1000,18.949968,15.013573,not set
1001,40.475723,-9.13318,not set
1002,11.033214,-8.967933,not set
1003,-1.0719453,-1.3459343,not set
1004,19.507065,-13.213098,not set
1005,16.74164,9.822053,not set
1006,23.563751,3.6435199,not set
1007,6.992885,0.4132194,not set
1008,26.45843,-0.8994876,not set
1009,40.18271,1.6340656,not set
1010,13.798657,13.955674,not set
1011,16.420916,21.950956,not set
1012,12.118954,5.154833,not set
1013,13.435279,22.778551,not set
1014,4.230453,-6.650449,not set
1015,68.256584,7.31999,not set
1016,11.207318,-3.8353662,not set
1017,47.931416,-12.485384,not set
1018,4.9377594,-13.492442,not set
1019,-1.6249938,2.5454466,not set
1020,14.727282,0.7245534,not set
1021,35.32316,0.6098039,not set
1022,31.383188,3.291409,not set
1023,-5.9729395,10.237924,not set
1024,13.666434,2.20524,not set
1025,-7.835316,4.3872066,not set
1026,4.383679,-8.287495,not set
1027,9.616495,-3.9866855,not set
1028,20.05825,2.6290598,not set
1029,-5.114449,16.744942,not set
1030,17.95696,-6.309947,not set
1031,0.66820776,24.499468,not set
1032,14.96669,-4.629368,not set
1033,62.978832,1.6185741,not set
1034,13.448559,11.950929,not set
1035,24.286999,-0.94260854,not set
1036,14.131657,-4.6645703,not set
1037,48.305965,-13.07136,not set
1038,49.55691,-2.9500215,not set
1039,8.833645,11.622341,not set
1040,10.878245,11.758142,not set
1041,10.623926,28.796518,not set
1042,-0.58851707,-1.2105336,not set
1043,38.09966,2.6193712,not set
1044,28.307678,21.808998,not set
1045,38.831814,2.738342,not set
1046,31.210464,5.053928,not set
1047,10.256955,-7.10804,not set
1048,-6.2381687,16.412014,not set
1049,52.787838,-12.419884,not set
1050,10.658826,-12.2092085,not set
1051,10.5261965,11.539885,not set
1052,39.82038,-11.702548,not set
1053,62.611317,3.5403152,not set
1054,9.036098,-14.072358,not set
1055,36.655396,10.980241,not set
1056,-1.8875053,6.089524,not set
1057,9.955721,-1.1571537,not set
1058,0.88897735,-14.87583,not set
1059,-4.3129334,4.294075,not set
1060,11.929624,-11.109612,not set
1061,-0.44124237,15.090001,not set
1062,20.3117,0.661139,not set
1063,-2.8397717,-0.93004906,not set
1064,47.227448,-1.6909006,not set
1065,9.545293,-9.426214,not set
1066,-8.284107,12.071418,not set
1067,37.9884,12.112408,not set
1068,43.171494,13.57216,not set
1069,21.494902,8.019408,not set
1070,22.073633,-8.52945,not set
1071,28.148582,15.680437,not set
1072,21.221111,-7.7091026,not set
1073,6.1565685,5.542209,not set
1074,9.396196,15.400786,not set
1075,13.99219,-0.9037666,not set
1076,34.19789,-15.456806,not set
1077,42.60439,10.93009,not set
1078,32.67322,-8.284868,not set
1079,34.02986,-5.5386844,not set
1080,-24.305994,16.517233,set
1081,-24.881248,26.803593,set
1082,-22.884504,8.409557,set
1083,-23.397009,9.058872,set
1084,-28.768148,20.64684,set
1085,-22.21669,-2.3778143,set
1086,-22.35473,-3.0845733,set
1087,-26.167751,11.3178,set
1088,-20.199013,-9.6452675,set
1089,-15.462087,-11.383782,set
1090,-25.918644,12.6891,set
1091,-21.806952,-10.786399,set
1092,-24.67423,-7.3323393,set
1093,-30.419157,28.914232,set
1094,-20.33897,10.781683,set
1095,-24.488129,10.025204,set
1096,-26.93367,23.091238,set
1097,-18.03376,1.9329333,set
1098,-21.441523,3.2819417,set
1099,-24.179226,18.69423,set
1100,-19.72337,0.18694943,set
1101,-21.935253,-0.77419186,set
1102,-24.77294,7.7569795,set
1103,-23.132341,-13.228984,set
1104,-19.49607,-15.465609,set
1105,-26.3973,3.0684316,set
1106,-21.430336,-20.855074,set
1107,-18.101994,-19.343945,set
1108,-24.625648,3.5892324,set
1109,-14.789855,-21.526094,set
1110,-22.5416,-23.130405,set
1111,-25.12892,10.573189,set
1112,-21.882214,-13.374365,set
1113,-22.154446,-9.979481,set
1114,-21.811008,4.5162683,set
1115,-22.264292,-23.32185,set
1116,-18.650465,-18.658325,set
1117,-21.068295,4.0968266,set
1118,-20.723322,-20.48991,set
1119,-12.650791,-23.251379,set
1120,-21.9277,6.892891,set
1121,-23.833506,19.059278,set
1122,-22.06403,7.1215434,set
1123,-25.163538,-3.7481494,set
1124,-23.521343,9.730879,set
1125,-22.10459,-8.878761,set
1126,-22.991884,-12.170912,set
1127,-27.654085,-1.135715,set
1128,-21.18763,-13.578993,set
1129,-22.406712,-12.127242,set
1130,-22.952623,-2.235294,set
1131,-23.123426,-11.7612295,set
1132,-28.045162,4.933895,set
1133,-31.794085,28.739513,set
1134,-28.724766,10.042004,set
1135,-23.655188,2.4083333,set
1136,-25.685658,19.135717,set
1137,-25.23809,2.391741,set
1138,-22.670889,0.8448655,set
1139,-28.243547,18.307833,set
1140,-24.662636,1.3416549,set
1141,-23.939352,-15.256654,set
1142,-26.437065,-0.8501009,set
1143,-25.53871,-19.429647,set
1144,-18.67029,-18.146715,set
1145,-18.568506,-5.1153283,set
1146,-23.001053,-20.373528,set
1147,-18.902252,-23.1656,set
1148,-22.646786,-8.644086,set
1149,-25.156563,-25.134926,set
1150,-20.969612,-19.18399,set
1151,-25.56102,0.77474517,set
1152,-23.158243,-11.821773,set
1153,-20.813255,-19.491823,set
1154,-23.410189,-10.061004,set
1155,-21.19047,-21.209795,set
1156,-21.359228,-21.995796,set
1157,-20.565475,-9.309539,set
1158,-21.23901,-20.710476,set
1159,-24.623388,6.3028693,set
1160,-23.989687,8.6187315,set
1161,-26.75447,22.382734,set
1162,-24.67275,-5.617819,set
1163,-26.898186,-8.342136,set
1164,-25.216963,9.633993,set
1165,-24.106703,-14.159598,set
1166,-23.536367,-16.310415,set
1167,-20.25341,-0.19966193,set
1168,-23.166565,-11.2220545,set
1169,-20.444153,-16.470001,set
1170,-23.987106,0.89703584,set
1171,-27.901876,7.753679,set
1172,-22.794298,11.400163,set
1173,-29.831837,20.108664,set
1174,-23.271837,2.105689,set
1175,-24.360167,4.033538,set
1176,-19.926708,16.839417,set
1177,-25.459894,2.0977244,set
1178,-24.245195,2.0190268,set
1179,-22.643066,13.417386,set
1180,-27.170797,-16.088217,set
1181,-21.59877,-18.798338,set
1182,-22.446222,-0.162521,set
1183,-15.706015,-19.007023,set
1184,-20.611063,-20.789122,set
1185,-20.153744,-5.517988,set
1186,-10.366009,-19.848158,set
1187,-18.681791,-22.616632,set
1188,-14.806745,-11.674693,set
1189,-22.902468,-16.040642,set
1190,-22.737768,-10.190365,set
1191,-19.644564,3.5643647,set
1192,-22.513176,-21.37779,set
1193,-21.96673,-20.855082,set
1194,-19.787054,-9.250357,set
1195,-20.292913,-23.807556,set
1196,-19.828033,-19.424728,set
1197,-20.818504,-8.986499,set
1198,-27.745258,22.494793,set
1199,-25.767649,12.737021,set
1200,-24.348017,-9.170687,set
1201,-23.212406,-11.650883,set
1202,-29.441818,27.538534,set
1203,-26.557215,9.071616,set
1204,-25.650274,8.11799,set
1205,-25.7671,8.795454,set
1206,-22.262005,-10.515043,set
1207,-22.595427,-9.86951,set
1208,-23.697002,22.603607,set
1209,-17.628805,-0.8066059,set
1210,-17.650099,2.819224,set
1211,-28.63772,34.15363,set
1212,-22.82252,14.833602,set
1213,-22.395727,14.903538,set
1214,-24.66154,20.59361,set
1215,-20.201729,0.6060829,set
1216,-22.403202,-1.4062347,set
1217,-23.7842,3.815087,set
1218,-21.579632,-18.169395,set
1219,-21.957394,-20.293383,set
1220,-27.34594,19.345457,set
1221,-15.100079,-1.0620228,set
1222,-24.492756,-4.1386075,set
1223,-23.896967,5.1549172,set
1224,-18.607445,-20.241266,set
1225,-19.198242,-21.059654,set
1226,-25.64759,8.870069,set
1227,-16.981695,-19.135328,set
1228,-18.510925,-12.3432865,set
1229,-28.030714,24.219313,set
1230,-22.748627,-2.156853,set
1231,-21.37932,2.2085826,set
1232,-24.738503,8.713524,set
1233,-17.567757,-17.795374,set
1234,-16.561266,-14.735805,set
1235,-22.89106,-9.280318,set
1236,-29.444551,-1.8016661,set
1237,-18.827759,-13.66817,set
1238,-24.588638,8.605272,set
1239,-24.170729,13.839261,set
1240,-23.788326,3.6428947,set
1241,-24.604952,-11.793278,set
1242,-24.428959,-5.3140283,set
1243,-23.399225,-10.6822195,set
1244,-21.499405,4.335314,set
1245,-28.016405,16.858633,set
1246,-23.260103,8.226462,set
1247,-21.336563,18.010983,set
1248,-27.822872,32.147705,set
1249,-19.196709,16.276823,set
1250,-23.094929,2.6165276,set
1251,-23.80748,18.694332,set
1252,-25.050678,5.1913595,set
1253,-20.309128,-15.823283,set
1254,-24.676195,-6.019974,set
1255,-15.420666,-18.40458,set
1256,-19.390104,-2.4597917,set
1257,-18.807198,10.816988,set
1258,-21.01381,-4.6023426,set
1259,-14.351245,-16.826324,set
1260,-24.089748,-8.2245,set
1261,-22.523382,-18.511223,set
1262,-20.62537,-18.62247,set
1263,-25.062935,-8.956611,set
1264,-19.30622,-12.213401,set
1265,-19.871807,-6.599365,set
1266,-21.379423,6.277713,set
1267,-25.990427,1.4410717,set
1268,-12.495615,-18.451101,set
1269,-27.191988,-5.112779,set
1270,-21.616919,-12.8926735,set
1271,-22.48913,-11.594164,set
1272,-22.708445,-11.631775,set
1273,-22.896711,2.0220063,set
1274,-22.383348,6.2251124,set
1275,-23.665304,3.4259489,set
1276,-24.714127,17.587643,set
1277,-22.637184,-11.56401,set
1278,-24.62841,-14.789496,set
1279,-27.001734,3.0699255,set
1280,-24.277302,2.4297955,set
1281,-18.79762,1.6210314,set
1282,-19.871256,13.932317,set
1283,-25.019274,16.065607,set
1284,-24.534496,16.859589,set
1285,-20.56063,30.162836,set
1286,-19.970236,2.943083,set
1287,-24.071335,3.8981018,set
1288,-22.706772,12.761911,set
1289,-22.086607,-17.08753,set
1290,-16.065962,-17.962654,set
1291,-25.094086,-7.140515,set
1292,-17.29984,-4.4536343,set
1293,-17.160969,-3.846149,set
1294,-20.139666,8.691454,set
1295,-16.487398,-21.017235,set
1296,-18.668634,-21.557585,set
1297,-22.968004,-5.3381214,set
1298,-15.630407,-20.1921,set
1299,-19.215958,-19.00225,set
1300,-21.073488,-4.4005265,set
1301,-22.805878,-5.6218343,set
1302,-20.369762,-3.4476166,set
1303,-23.912651,7.2717066,set
1304,-15.304294,-19.58059,set
1305,-13.551677,-17.10086,set
1306,-23.524908,-4.8438764,set
1307,-25.646183,16.518396,set
1308,-29.535301,12.341163,set
1309,-22.479458,-9.5826645,set
1310,-21.571985,-14.266367,set
1311,-29.047945,8.942476,set
1312,-18.895815,-14.178452,set
1313,-21.261368,-9.916737,set
1314,-23.726585,20.493351,set
1315,-22.543692,0.48456421,set
1316,-25.501127,-1.3456413,set
1317,-25.992136,23.242693,set
1318,-25.848734,0.8507284,set
1319,-22.9664,3.3537185,set
1320,-28.44975,22.218924,set
1321,-18.237696,-1.1903709,set
1322,-21.79334,1.6980594,set
1323,-26.38088,34.10098,set
1324,-18.340456,9.497387,set
1325,-23.923515,11.587132,set
1326,-27.39695,4.235112,set
1327,-13.3123865,-24.294617,set
1328,-20.460915,-22.571138,set
1329,-24.056664,3.7977002,set
1330,-21.11032,-20.937883,set
1331,-20.668112,-26.66997,set
1332,-24.26938,15.175246,set
1333,-26.488134,-8.459358,set
1334,-21.002913,-9.982793,set
1335,-28.600183,4.006507,set
1336,-22.241386,-23.339071,set
1337,-14.611488,-19.150766,set
1338,-23.562845,9.590135,set
1339,-20.20766,-22.390934,set
1340,-21.906515,-19.0127,set
1341,-28.03889,18.128809,set
1342,-23.479603,-9.2426815,set
1343,-23.247934,-7.996391,set
1344,-21.069027,-10.775865,set
1345,-22.726297,1.4863902,set
1346,-24.854486,-12.7328615,set
1347,-25.345425,-10.680741,set
1348,-26.545507,-0.07741527,set
1349,-20.338503,-14.48187,set
1350,-22.7348,1.9813192,set
1351,-21.448715,9.595868,set
1352,-23.67168,-2.429348,set
1353,-22.705507,4.812433,set
1354,-26.608301,17.742258,set
1355,-24.799513,5.2263346,set
1356,-22.955982,4.7646275,set
1357,-28.424551,18.121878,set
1358,-22.132153,7.734378,set
1359,-23.936544,12.714849,set
1360,-29.97609,33.55932,set
1361,-24.709846,19.33783,set
1362,-18.391857,-17.851618,set
1363,-18.508186,-6.142658,set
1364,-12.805805,-19.501274,set
1365,-23.685436,-16.519487,set
1366,-24.725208,-6.4678345,set
1367,-21.537527,-17.631836,set
1368,-22.35764,-5.3001676,set
1369,-25.095821,6.838922,set
1370,-25.170403,-7.834681,set
1371,-18.454557,-16.545752,set
1372,-24.010109,-5.9148755,set
1373,-22.554956,-12.138513,set
1374,-14.310336,-15.242875,set
1375,-26.97757,-5.758221,set
1376,-19.55984,-11.832236,set
1377,-20.489597,-6.1045547,set
1378,-31.792429,8.187038,set
1379,-21.831814,-2.5276647,set
1380,-24.517284,-9.963104,set
1381,-22.875692,-11.197389,set
1382,-21.851128,1.6268004,set
1383,-23.580854,-11.202785,set
1384,-24.712872,-16.273457,set
1385,-19.752716,1.5354599,set
1386,-23.314795,0.2720066,set
1387,-24.349731,-4.1431465,set
1388,-24.33985,11.146747,set
1389,-21.102974,0.6949055,set
1390,-16.846619,0.4817064,set
1391,-23.85433,12.640564,set
1392,-23.958279,-0.10604911,set
1393,-18.125225,2.830054,set
1394,-23.308765,12.126391,set
1395,-24.15944,10.401714,set
1396,-24.813837,13.360803,set
1397,-21.89835,27.992722,set
1398,-19.36086,-20.355165,set
1399,-16.0956,-21.653955,set
1400,-14.93109,-9.070531,set
1401,-24.36474,-23.926126,set
1402,-21.665628,-24.505117,set
1403,-21.894455,-9.595775,set
1404,-18.352787,-6.280794,set
1405,-24.868942,-8.154175,set
1406,-29.483961,3.3174481,set
1407,-18.174711,-23.813545,set
1408,-22.340849,-17.434958,set
1409,-23.279387,-5.395571,set
1410,-21.0735,-18.283901,set
1411,-16.524092,-19.784498,set
1412,-22.123995,-5.0011783,set
1413,-24.061308,-7.7834096,set
1414,-24.152273,-4.055977,set
1415,-24.560753,2.168918,set
1416,-27.84457,10.964904,set
1417,-29.403088,23.713718,set
1418,-26.555494,0.16267836,set
1419,-17.945719,0.19675277,set
1420,-30.007055,10.220157,set
1421,-25.975386,-12.444791,set
1422,-18.925068,-17.278805,set
1423,-29.318089,3.2915885,set
1424,-26.676788,-19.362555,set
1425,-18.20002,-20.41969,set
1426,-29.389858,3.5236008,set
1427,-17.160723,-23.485317,set
1428,-21.016623,-23.138435,set
1429,-30.85905,19.875767,set
1430,-22.230614,-5.5522323,set
1431,-22.05896,-1.0192833,set
1432,-28.355576,13.753761,set
1433,-22.62096,-8.9523735,set
1434,-24.275972,-9.3118515,set
1435,-27.362682,12.795311,set
1436,-25.371147,-6.6519666,set
1437,-25.392477,-11.63936,set
1438,-21.922318,9.023332,set
1439,-21.350433,-14.545773,set
1440,-23.609396,-10.630779,set
1441,-27.091774,7.068106,set
1442,-19.235891,-24.84274,set
1443,-18.340601,-18.775991,set
1444,-26.122831,6.3710938,set
1445,-17.667057,-20.056597,set
1446,-20.1468,-19.606342,set
1447,-26.661764,3.1663969,set
1448,-28.414455,14.21346,set
1449,-20.755615,3.4999764,set
1450,-23.65052,-10.329477,set
1451,-29.364847,-0.48746237,set
1452,-23.923708,-16.632122,set
1453,-23.630377,-18.04665,set
1454,-26.746994,-7.1100936,set
1455,-17.345108,-16.692032,set
1456,-17.489544,-21.232306,set
1457,-18.608223,-5.6336203,set
1458,-23.028854,-19.484922,set
1459,-22.458424,1.1300328,set
1460,-30.196579,15.473783,set
1461,-20.548985,2.5607367,set
1462,-21.0721,-5.199587,set
1463,-27.871773,9.642277,set
1464,-24.964598,-3.4396727,set
1465,-23.76119,-3.9655886,set
1466,-30.33707,6.4485755,set
1467,-22.834776,-8.145896,set
1468,-26.72835,-16.181807,set
1469,-26.791903,-2.18324,set
1470,-24.667982,-7.421473,set
1471,-15.748387,-16.823051,set
1472,-22.85332,-6.266252,set
1473,-18.238222,-14.12972,set
1474,-23.255386,-19.574791,set
1475,-29.220982,-7.834224,set
1476,-22.024818,-17.400091,set
1477,-24.193214,1.2661299,set
1478,-27.835394,-0.9713553,set
1479,-26.88967,15.265018,set
1480,-25.325974,-15.084261,set
1481,-25.814783,-17.51262,set
1482,-25.17147,-1.5579305,set
1483,-20.219671,-19.257328,set
1484,-23.606453,-22.732933,set
1485,-23.631838,-8.988222,set
1486,-21.233274,-24.86084,set
1487,-22.125954,-22.80013,set
1488,-23.525517,-9.380412,set
1489,-20.521528,-0.768465,set
1490,-17.325525,-1.9198412,set
1491,-24.670015,16.628054,set
1492,-14.119358,-7.4160037,set
1493,-24.524162,-8.248755,set
1494,-23.054453,6.018299,set
1495,-23.505608,-10.681859,set
1496,-22.295305,-7.5062933,set
1497,-25.676708,7.156581,set
1498,-21.028574,-17.041933,set
1499,-24.124176,-10.607866,set
1500,-28.066603,2.6506693,set
1501,-22.527962,-23.200651,set
1502,-20.378923,-22.273842,set
1503,-21.147497,-2.3768222,set
1504,-22.549374,-24.091484,set
1505,-17.077055,-21.600203,set
1506,-24.221241,-7.3439894,set
1507,-27.624228,20.801367,set
1508,-24.661436,3.9291618,set
1509,-24.26153,-20.555628,set
1510,-19.835728,-21.349356,set
1511,-28.602314,19.38141,set
1512,-25.44962,-1.8786354,set
1513,-22.836086,-1.1669546,set
1514,-26.159678,1.0749166,set
1515,-16.894167,-17.756067,set
1516,-23.417114,-22.154945,set
1517,-26.95487,16.520834,set
1518,-23.875216,-9.332905,set
1519,-24.68134,-7.024298,set
1520,-31.933119,30.932297,set
1521,-26.586855,6.4185705,set
1522,-25.464502,4.2543454,set
1523,-29.279657,12.7530985,set
1524,-18.30173,-8.210574,set
1525,-26.808277,-9.635961,set
1526,-25.28332,5.791413,set
1527,-21.0911,-18.839344,set
1528,-20.187595,-14.238236,set
1529,-26.388155,17.627184,set
1530,-21.662949,-5.1396484,set
1531,-28.804539,-1.3239776,set
1532,-27.340311,4.117735,set
1533,-8.179517,-17.21296,set
1534,-21.51997,-18.620628,set
1535,-22.2745,-17.948503,set
1536,-26.671474,-7.3644547,set
1537,-20.310072,-20.397083,set
1538,-27.018564,-4.812684,set
1539,-26.193487,9.932186,set
1540,-14.03867,-3.7208858,set
1541,-23.603127,-19.665932,set
1542,-25.292723,-5.5033545,set
1543,-20.522053,-18.16548,set
1544,-26.160677,-4.316509,set
1545,-29.935427,7.06057,set
1546,-26.420969,-8.112922,set
1547,-26.77677,6.8245115,set
1548,-31.750103,24.46615,set
1549,-25.407194,10.598398,set
1550,-19.71564,-11.423934,set
1551,-25.287743,10.898864,set
1552,-24.994133,-8.375099,set
1553,-20.18666,-17.828024,set
1554,-23.66927,-5.7454557,set
1555,-25.438055,-16.180502,set
1556,-24.51873,-3.182128,set
1557,-29.729168,7.985766,set
1558,-27.167997,-3.8665032,set
1559,-22.051252,-21.172302,set
1560,-24.717964,-7.1384573,set
1561,-27.861105,-17.271786,set
1562,-20.439306,-20.921173,set
1563,-22.211779,-20.595175,set
1564,-20.877544,-13.1024275,set
1565,-23.353647,-3.8167346,set
1566,-21.906694,-1.8662795,set
1567,-23.162123,9.326656,set
1568,-21.362848,-24.561878,set
1569,-21.60974,-22.675632,set
1570,-20.379553,-10.453631,set
1571,-21.544256,-7.373473,set
1572,-21.361729,-7.6483917,set
1573,-24.888273,3.4400017,set
1574,-27.895123,2.757684,set
1575,-25.183277,6.6520004,set
1576,-25.598206,22.837345,set
1577,-22.023174,-7.091815,set
1578,-20.942326,-8.401618,set
1579,-23.646753,2.5102544,set
1580,-14.63384,-23.259008,set
1581,-21.298904,-16.936562,set
1582,-20.60003,-6.7477837,set
1583,-24.83899,-5.033465,set
1584,-15.207809,-5.4707923,set
1585,-23.990206,10.755969,set
1586,-19.496944,-22.629576,set
1587,-8.328869,-20.31733,set
1588,-15.930354,-7.462855,set
1589,-27.623135,8.374366,set
1590,-26.254873,5.1918607,set
1591,-17.150717,-20.888206,set
1592,-24.148117,-23.8783,set
1593,-26.279465,1.8917663,set
1594,-20.404072,-22.145819,set
1595,-21.81623,-22.355694,set
1596,-21.978264,11.574798,set
1597,-23.208284,-7.6149664,set
1598,-22.936857,-6.228089,set
1599,-26.013182,9.118507,set
1600,-21.491222,-13.2902355,set
1601,-22.152836,-13.740337,set
1602,-25.14241,14.207616,set
1603,-23.648844,-11.251679,set
1604,-24.015993,-11.702149,set
1605,-28.262796,23.579798,set
1606,-27.129044,4.6393933,set
1607,-16.790283,-0.41097975,set
1608,-24.129196,4.470352,set
1609,-21.573336,-21.47238,set
1610,-21.108263,-18.230753,set
1611,-28.738722,7.900983,set
1612,-17.0675,-22.047546,set
1613,-16.689762,-22.301605,set
1614,-30.648346,21.405577,set
1615,-21.99768,-6.276732,set
1616,-21.556463,-5.934363,set
1617,-22.689236,-18.912031,set
1618,-22.47671,-8.85381,set
1619,-18.941181,-18.374708,set
1620,-25.175358,-16.46242,set
1621,-24.881842,-10.695585,set
1622,-22.970251,-18.476397,set
1623,-23.312708,-5.5926633,set
1624,-27.667137,4.6018906,set
1625,-26.595146,-3.4704325,set
1626,-24.494665,-5.468416,set
1627,-22.440681,3.4043508,set
1628,-20.097765,-6.197037,set
1629,-16.970161,-5.596577,set
1630,-26.497307,9.510841,set
1631,-22.385136,-4.582377,set
1632,-25.386793,5.233131,set
1633,-32.607395,19.698645,set
1634,-26.89685,3.3919384,set
1635,-20.519453,-17.051357,set
1636,-25.948175,-9.735956,set
1637,-24.663258,-14.231227,set
1638,-18.80322,-15.442311,set
1639,-28.763,-10.180095,set
1640,-22.703928,-14.993514,set
1641,-21.796602,-5.154136,set
1642,-25.05752,6.4385552,set
1643,-23.865324,-2.527883,set
1644,-17.120333,-18.207218,set
1645,-24.5196,-19.449814,set
1646,-23.690401,-10.109113,set
1647,-14.484075,-23.006737,set
1648,-22.918621,-20.84984,set
1649,-17.75511,-6.0537877,set
1650,-23.85031,-9.4695425,set
1651,-26.451357,-9.705279,set
1652,-20.17472,0.84893537,set
1653,-24.01429,-8.747181,set
1654,-21.143196,-10.245537,set
1655,-24.756456,4.323701,set
1656,-22.277035,-6.3318176,set
1657,-23.295963,-5.8561573,set
1658,-14.7537775,3.4918408,set
1659,-24.721344,2.070136,set
1660,-25.84514,3.25894,set
1661,-28.594063,14.046548,set
1662,-16.995636,-21.097599,set
1663,-15.443803,-19.747238,set
1664,-21.66956,-1.1305305,set
1665,-20.185455,-18.871872,set
1666,-20.439552,-18.730328,set
1667,-19.669662,-5.0355034,set
1668,-25.644333,-9.412154,set
1669,-22.075829,-8.247274,set
1670,-27.02096,4.6612363,set
1671,-22.49245,11.535476,set
1672,-27.721708,25.265474,set
1673,-24.110556,-0.97132343,set
1674,-22.60464,-0.6283807,set
1675,-28.562923,10.057245,set
1676,-23.04428,-15.20102,set
1677,-26.984386,-14.656974,set
1678,-24.424137,2.1630366,set
1679,-20.642263,-24.438429,set
1680,-18.19959,-23.314415,set
1681,-27.06386,0.87297904,set
1682,-19.750862,-21.109278,set
1683,-24.90135,-23.94867,set
1684,-21.515265,9.482379,set
1685,-20.353569,-14.655305,set
1686,-19.580233,-18.047436,set
1687,-23.702393,2.6628547,set
1688,-12.076671,-26.37563,set
1689,-23.264357,-22.90938,set
1690,-28.930193,1.3857936,set
1691,-18.89158,-24.491432,set
1692,-23.327211,-22.344574,set
1693,-34.755775,20.74363,set
