,group,name,stripes_acc,hexos_acc,acc,trial,task
53,transformer,trial = 1,0.7843999862670898,0.878600001335144,0.9480000138282776,1,xoccurs
54,predinet,trial = 4,0.7440000176429749,0.875,0.930999994277954,4,xoccurs
55,predinet,trial = 3,0.8450000286102295,0.9269999861717224,0.9539999961853028,3,xoccurs
56,predinet,trial = 1,0.7861999869346619,0.7361999750137329,0.9169999957084656,1,xoccurs
57,predinet,trial = 2,0.901199996471405,0.9305999875068665,0.9470000267028807,2,xoccurs
58,corelnet,trial = 4,0.5127999782562256,0.9980000257492064,1.0,4,xoccurs
59,corelnet,trial = 3,0.5608000159263611,0.9643999934196472,1.0,3,xoccurs
60,corelnet,trial = 2,0.5888000130653381,0.975000023841858,1.0,2,xoccurs
61,corelnet,trial = 1,0.6579999923706055,0.9667999744415284,1.0,1,xoccurs
62,relconvnet,trial = 4,0.9350000023841858,0.9660000205039978,1.0,4,xoccurs
63,relconvnet,trial = 3,0.9607999920845032,0.9697999954223632,1.0,3,xoccurs
64,relconvnet,trial = 2,0.9368000030517578,0.9660000205039978,1.0,2,xoccurs
65,relconvnet,trial = 1,0.9354000091552734,0.9660000205039978,1.0,1,xoccurs
66,transformer,trial = 0,0.7590000033378601,0.8037999868392944,0.800000011920929,0,xoccurs
67,predinet,trial = 0,0.7716000080108643,0.8930000066757202,0.9480000138282776,0,xoccurs
68,corelnet,trial = 0,0.7075999975204468,0.9972000122070312,1.0,0,xoccurs
69,relconvnet,trial = 0,0.9595999717712402,0.9685999751091005,0.9990000128746032,0,xoccurs
0,cnn,trial = 1,0.9057999849319458,0.953000009059906,0.9617999792099,1,occurs
1,cnn,trial = 4,0.9577999711036682,0.9879999756813048,0.9932000041007996,4,occurs
2,cnn,trial = 3,0.9729999899864196,0.9950000047683716,0.9987999796867372,3,occurs
3,cnn,trial = 0,0.9700000286102296,0.9919999837875366,0.995199978351593,0,occurs
4,cnn,trial = 2,0.958400011062622,0.9908000230789183,0.9954000115394592,2,occurs
5,relnet,trial = 4,0.9765999913215636,0.982200026512146,0.9872000217437744,4,occurs
6,relnet,trial = 3,0.9926000237464904,0.9972000122070312,0.9994000196456908,3,occurs
7,relnet,trial = 1,0.8931999802589417,0.992799997329712,0.998199999332428,1,occurs
8,relnet,trial = 2,0.8073999881744385,0.9918000102043152,0.9995999932289124,2,occurs
9,relnet,trial = 0,0.9118000268936156,0.9987999796867372,0.9995999932289124,0,occurs
10,gin,trial = 3,0.49559998512268066,0.6146000027656555,0.7504000067710876,3,occurs
11,gin,trial = 4,0.4972000122070313,0.6069999933242798,0.7437999844551086,4,occurs
12,gin,trial = 2,0.4952000081539154,0.6312000155448914,0.7608000040054321,2,occurs
13,gin,trial = 0,0.5884000062942505,0.6556000113487244,0.7541999816894531,0,occurs
14,gin,trial = 1,0.5134000182151794,0.6115999817848206,0.7472000122070312,1,occurs
15,gat,trial = 3,0.5192000269889832,0.5478000044822693,0.6003999710083008,3,occurs
16,gat,trial = 4,0.4860000014305115,0.4867999851703644,0.5070000290870667,4,occurs
17,gat,trial = 2,0.5351999998092651,0.5339999794960022,0.5648000240325928,2,occurs
18,gat,trial = 1,0.4821999967098236,0.4415999948978424,0.5004000067710876,1,occurs
19,gat,trial = 0,0.6172000169754028,0.6014000177383423,0.6050000190734863,0,occurs
20,gcn,trial = 0,0.49380001425743103,0.6371999979019165,0.7422000169754028,0,occurs
21,gcn,trial = 1,0.4909999966621399,0.6123999953269958,0.7405999898910522,1,occurs
22,gcn,trial = 2,0.4952000081539154,0.5870000123977661,0.7617999911308289,2,occurs
23,gcn,trial = 4,0.5023999810218811,0.6435999870300293,0.754800021648407,4,occurs
24,gcn,trial = 3,0.49559998512268066,0.6137999892234802,0.7631999850273132,3,occurs
25,relconvnet_groupattn,trial = 4,0.5180000066757202,0.8276000022888184,0.9319999814033508,4,occurs
26,relconvnet_groupattn,trial = 3,0.602400004863739,0.857200026512146,0.9639999866485596,3,occurs
27,relconvnet_groupattn,trial = 2,0.6873999834060669,0.8026000261306763,0.9186000227928162,2,occurs
28,relconvnet_groupattn,trial = 1,0.77920001745224,0.9692000150680542,0.9980000257492064,1,occurs
29,relconvnet_groupattn,trial = 0,0.6872000098228455,0.8289999961853027,0.9348000288009644,0,occurs
30,abstractor,trial = 4,0.9905999898910522,0.9955999851226808,0.9976000189781188,4,occurs
31,abstractor,trial = 3,0.9905999898910522,0.9905999898910522,0.9954000115394592,3,occurs
32,abstractor,trial = 2,0.963599979877472,0.9837999939918518,0.992799997329712,2,occurs
33,abstractor,trial = 1,0.9865999817848206,0.9968000054359436,0.996399998664856,1,occurs
34,abstractor,trial = 0,0.9269999861717224,0.9742000102996826,0.977999985218048,0,occurs
35,contextgroup_relconvnet,trial = 4,0.8514000177383423,0.9539999961853028,0.9829999804496764,4,occurs
36,contextgroup_relconvnet,trial = 3,0.7447999715805054,0.9563999772071838,0.982200026512146,3,occurs
37,contextgroup_relconvnet,trial = 0,0.8944000005722046,0.9419999718666076,0.9810000061988832,0,occurs
38,tempgroup_relconvnet,trial = 4,0.9082000255584716,0.980400025844574,1.0,4,occurs
39,tempgroup_relconvnet,trial = 3,0.9193999767303468,0.9824000000953674,1.0,3,occurs
40,tempgroup_relconvnet,trial = 2,0.8813999891281128,0.9855999946594238,1.0,2,occurs
41,tempgroup_relconvnet,trial = 0,0.9380000233650208,0.9810000061988832,1.0,0,occurs
42,tempgroup_relconvnet,trial = 1,0.9508000016212464,0.9864000082015992,1.0,1,occurs
43,featuregroup_relconvnet,trial = 0,0.9232000112533568,0.9603999853134156,0.9944000244140624,0,occurs
44,featuregroup_relconvnet,trial = 2,0.504800021648407,0.51419997215271,0.496399998664856,2,occurs
45,featuregroup_relconvnet,trial = 1,0.504800021648407,0.51419997215271,0.4918000102043152,1,occurs
46,featuregroup_relconvnet,trial = 4,0.9143999814987184,0.9769999980926514,0.9937999844551086,4,occurs
47,featuregroup_relconvnet,trial = 3,0.8853999972343445,0.9733999967575072,0.9955999851226808,3,occurs
48,transformer,trial = 3,0.7675999999046326,0.91839998960495,0.9610000252723694,3,occurs
49,transformer,trial = 4,0.6962000131607056,0.866599977016449,0.9110000133514404,4,occurs
50,transformer,trial = 2,0.7760000228881836,0.8320000171661377,0.9300000071525574,2,occurs
51,transformer,trial = 1,0.6668000221252441,0.8795999884605408,0.9200000166893004,1,occurs
52,transformer,trial = 0,0.7149999737739563,0.9070000052452089,0.9399999976158142,0,occurs
53,predinet,trial = 4,0.7139999866485596,0.8730000257492065,0.975000023841858,4,occurs
54,predinet,trial = 3,0.696399986743927,0.855400025844574,0.977999985218048,3,occurs
55,predinet,trial = 2,0.7764000296592712,0.9057999849319458,0.972000002861023,2,occurs
56,predinet,trial = 1,0.7337999939918518,0.9326000213623048,0.9670000076293944,1,occurs
57,predinet,trial = 0,0.9520000219345092,0.9666000008583068,0.9879999756813048,0,occurs
58,corelnet,trial = 4,0.4952000081539154,0.9987999796867372,1.0,4,occurs
59,corelnet,trial = 2,0.5012000203132629,0.9923999905586244,1.0,2,occurs
60,corelnet,trial = 3,0.5612000226974487,0.9965999722480774,1.0,3,occurs
61,corelnet,trial = 1,0.5049999952316284,0.9787999987602234,1.0,1,occurs
62,corelnet,trial = 0,0.526199996471405,0.9958000183105468,1.0,0,occurs
63,relconvnet,trial = 4,0.8754000067710876,0.9814000129699708,1.0,4,occurs
64,relconvnet,trial = 3,0.9120000004768372,0.9811999797821044,1.0,3,occurs
65,relconvnet,trial = 2,0.9038000106811525,0.9837999939918518,1.0,2,occurs
66,relconvnet,trial = 1,0.8238000273704529,0.9753999710083008,1.0,1,occurs
67,relconvnet,trial = 0,0.883400022983551,0.9793999791145324,1.0,0,occurs
0,cnn,trial = 4,0.4893999993801117,0.4986000061035156,0.5008000135421753,4,1task_match_patt
1,cnn,trial = 2,0.4893999993801117,0.4986000061035156,0.5008000135421753,2,1task_match_patt
2,cnn,trial = 3,0.4893999993801117,0.4986000061035156,0.5008000135421753,3,1task_match_patt
3,cnn,trial = 1,0.4893999993801117,0.4986000061035156,0.5008000135421753,1,1task_match_patt
4,cnn,trial = 0,0.4893999993801117,0.4986000061035156,0.5008000135421753,0,1task_match_patt
5,relnet,trial = 4,0.4893999993801117,0.4986000061035156,0.508400022983551,4,1task_match_patt
6,relnet,trial = 3,0.4893999993801117,0.4986000061035156,0.5008000135421753,3,1task_match_patt
7,relnet,trial = 2,0.4893999993801117,0.4986000061035156,0.5008000135421753,2,1task_match_patt
8,relnet,trial = 1,0.4893999993801117,0.4986000061035156,0.5008000135421753,1,1task_match_patt
9,relnet,trial = 0,0.6158000230789185,0.6146000027656555,0.6284000277519226,0,1task_match_patt
10,gin,trial = 4,0.5105999708175659,0.5013999938964844,0.4991999864578247,4,1task_match_patt
11,gin,trial = 3,0.4893999993801117,0.4986000061035156,0.5008000135421753,3,1task_match_patt
12,gin,trial = 2,0.4893999993801117,0.4986000061035156,0.5008000135421753,2,1task_match_patt
13,gin,trial = 1,0.4893999993801117,0.4986000061035156,0.5008000135421753,1,1task_match_patt
14,gin,trial = 0,0.4893999993801117,0.4986000061035156,0.5008000135421753,0,1task_match_patt
15,gat,trial = 4,0.4893999993801117,0.4986000061035156,0.5008000135421753,4,1task_match_patt
16,gat,trial = 3,0.4893999993801117,0.4986000061035156,0.5008000135421753,3,1task_match_patt
17,gat,trial = 2,0.4893999993801117,0.4986000061035156,0.5008000135421753,2,1task_match_patt
18,gat,trial = 0,0.4893999993801117,0.4986000061035156,0.5008000135421753,0,1task_match_patt
19,gat,trial = 1,0.4893999993801117,0.4986000061035156,0.5008000135421753,1,1task_match_patt
20,gcn,trial = 4,0.4893999993801117,0.4986000061035156,0.5008000135421753,4,1task_match_patt
21,gcn,trial = 1,0.4893999993801117,0.4986000061035156,0.5008000135421753,1,1task_match_patt
22,gcn,trial = 0,0.5105999708175659,0.5013999938964844,0.4991999864578247,0,1task_match_patt
23,gcn,trial = 3,0.4893999993801117,0.4986000061035156,0.5008000135421753,3,1task_match_patt
24,gcn,trial = 2,0.4893999993801117,0.4986000061035156,0.5008000135421753,2,1task_match_patt
25,relconvnet_groupattn,trial = 3,0.5040000081062317,0.6823999881744385,0.9896000027656556,3,1task_match_patt
26,relconvnet_groupattn,trial = 1,0.5748000144958496,0.7282000184059143,0.9919999837875366,1,1task_match_patt
27,relconvnet_groupattn,trial = 0,0.5490000247955322,0.7404000163078308,0.9851999878883362,0,1task_match_patt
28,relconvnet_groupattn,trial = 4,0.5825999975204468,0.7251999974250793,0.9911999702453612,4,1task_match_patt
29,relconvnet_groupattn,trial = 2,0.5424000024795532,0.6984000205993652,0.9787999987602234,2,1task_match_patt
30,abstractor,trial = 4,0.8578000068664551,0.8822000026702881,0.8876000046730042,4,1task_match_patt
31,abstractor,trial = 3,0.8245999813079834,0.8485999703407288,0.848800003528595,3,1task_match_patt
32,abstractor,trial = 2,0.90420001745224,0.8967999815940857,0.894599974155426,2,1task_match_patt
33,abstractor,trial = 1,0.7390000224113464,0.7910000085830688,0.8658000230789185,1,1task_match_patt
34,abstractor,trial = 0,0.8331999778747559,0.8533999919891357,0.8715999722480774,0,1task_match_patt
35,contextgroup_relconvnet,trial = 4,0.9531999826431274,0.9789999723434448,0.9998000264167786,4,1task_match_patt
36,contextgroup_relconvnet,trial = 3,0.9535999894142152,0.9846000075340272,0.9991999864578248,3,1task_match_patt
37,contextgroup_relconvnet,trial = 2,0.972599983215332,0.9783999919891356,1.0,2,1task_match_patt
38,contextgroup_relconvnet,trial = 1,0.6565999984741211,0.7480000257492065,0.7688000202178955,1,1task_match_patt
39,contextgroup_relconvnet,trial = 0,0.9417999982833862,0.9843999743461608,0.9998000264167786,0,1task_match_patt
40,tempgroup_relconvnet,trial = 4,0.9696000218391418,0.9805999994277954,1.0,4,1task_match_patt
41,tempgroup_relconvnet,trial = 3,0.9611999988555908,0.9782000184059144,1.0,3,1task_match_patt
42,tempgroup_relconvnet,trial = 2,0.9688000082969666,0.979200005531311,0.9998000264167786,2,1task_match_patt
43,tempgroup_relconvnet,trial = 1,0.975000023841858,0.9872000217437744,0.9998000264167786,1,1task_match_patt
44,tempgroup_relconvnet,trial = 0,0.9628000259399414,0.9710000157356262,0.9994000196456908,0,1task_match_patt
45,featuregroup_relconvnet,trial = 4,0.9272000193595886,0.9757999777793884,1.0,4,1task_match_patt
46,featuregroup_relconvnet,trial = 2,0.9453999996185304,0.9811999797821044,0.9994000196456908,2,1task_match_patt
47,featuregroup_relconvnet,trial = 3,0.9771999716758728,0.9832000136375428,1.0,3,1task_match_patt
48,featuregroup_relconvnet,trial = 1,0.9747999906539916,0.973200023174286,1.0,1,1task_match_patt
49,featuregroup_relconvnet,trial = 0,0.9631999731063844,0.9643999934196472,0.9995999932289124,0,1task_match_patt
50,transformer,trial = 4,0.5899999737739563,0.6258000135421753,0.6629999876022339,4,1task_match_patt
51,transformer,trial = 3,0.5899999737739563,0.6215999722480774,0.6240000128746033,3,1task_match_patt
52,transformer,trial = 2,0.6074000000953674,0.6403999924659729,0.6320000290870667,2,1task_match_patt
53,transformer,trial = 1,0.5929999947547913,0.6322000026702881,0.609000027179718,1,1task_match_patt
54,predinet,trial = 3,0.5540000200271606,0.6133999824523926,0.6430000066757202,3,1task_match_patt
55,predinet,trial = 4,0.7662000060081482,0.7832000255584717,0.7929999828338623,4,1task_match_patt
56,predinet,trial = 1,0.7110000252723694,0.7688000202178955,0.7870000004768372,1,1task_match_patt
57,predinet,trial = 2,0.7509999871253967,0.7720000147819519,0.7829999923706055,2,1task_match_patt
58,corelnet,trial = 4,0.5770000219345093,0.9588000178337096,1.0,4,1task_match_patt
59,corelnet,trial = 1,0.6588000059127808,0.959999978542328,1.0,1,1task_match_patt
60,corelnet,trial = 3,0.5753999948501587,0.9431999921798706,1.0,3,1task_match_patt
61,corelnet,trial = 2,0.5982000231742859,0.9462000131607056,1.0,2,1task_match_patt
62,relconvnet,trial = 3,0.8586000204086304,0.9661999940872192,1.0,3,1task_match_patt
63,relconvnet,trial = 4,0.9408000111579896,0.971400022506714,1.0,4,1task_match_patt
64,relconvnet,trial = 2,0.9484000205993652,0.9833999872207642,1.0,2,1task_match_patt
65,relconvnet,trial = 1,0.8795999884605408,0.9832000136375428,1.0,1,1task_match_patt
66,transformer,trial = 0,0.5727999806404114,0.6132000088691711,0.6140000224113464,0,1task_match_patt
67,predinet,trial = 0,0.5098000168800354,0.6136000156402588,0.7089999914169312,0,1task_match_patt
68,corelnet,trial = 0,0.4954000115394592,0.8996000289916992,1.0,0,1task_match_patt
69,relconvnet,trial = 0,0.7228000164031982,0.9003999829292297,0.975000023841858,0,1task_match_patt
0,cnn,trial = 4,0.9746000170707704,0.9878000020980836,0.996999979019165,4,1task_between
1,cnn,trial = 1,0.963800013065338,0.99099999666214,0.9991999864578248,1,1task_between
2,cnn,trial = 2,0.971400022506714,0.9908000230789183,0.9987999796867372,2,1task_between
3,cnn,trial = 3,0.978600025177002,0.9926000237464904,0.9977999925613404,3,1task_between
4,cnn,trial = 0,0.965399980545044,0.9886000156402588,0.9995999932289124,0,1task_between
5,relnet,trial = 4,0.981599986553192,0.9986000061035156,1.0,4,1task_between
6,relnet,trial = 2,0.9958000183105468,0.9991999864578248,0.9995999932289124,2,1task_between
7,relnet,trial = 3,0.9593999981880188,0.9954000115394592,0.9983999729156494,3,1task_between
8,relnet,trial = 0,0.9807999730110168,0.9986000061035156,1.0,0,1task_between
9,relnet,trial = 1,0.9715999960899352,0.9959999918937684,0.9991999864578248,1,1task_between
10,gin,trial = 4,0.5519999861717224,0.6057999730110168,0.8722000122070312,4,1task_between
11,gin,trial = 3,0.49880000948905945,0.6425999999046326,0.8686000108718872,3,1task_between
12,gin,trial = 1,0.5130000114440918,0.6651999950408936,0.8414000272750854,1,1task_between
13,gin,trial = 0,0.5663999915122986,0.628000020980835,0.8838000297546387,0,1task_between
14,gin,trial = 2,0.5008000135421753,0.6470000147819519,0.8740000128746033,2,1task_between
15,gat,trial = 4,0.5012000203132629,0.4993999898433686,0.506600022315979,4,1task_between
16,gat,trial = 3,0.629800021648407,0.6412000060081482,0.7167999744415283,3,1task_between
17,gat,trial = 2,0.4578000009059906,0.49799999594688416,0.5843999981880188,2,1task_between
18,gat,trial = 1,0.510200023651123,0.5260000228881836,0.5429999828338623,1,1task_between
19,gat,trial = 0,0.5139999985694885,0.4927999973297119,0.6840000152587891,0,1task_between
